Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,6.70,140.65,2/14/2019,3:04 PM,Cash,133.95,4.76,6.70,6.20
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,35.07,736.44,2/27/2019,4:10 PM,Ewallet,701.37,4.76,35.07,7.60
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,3.60,75.55,2/4/2019,12:14 PM,Cash,71.95,4.76,3.60,7.30
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.70,749.70,1/20/2019,10:13 AM,Cash,714.00,4.76,35.70,4.70
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,9.11,191.25,3/28/2019,5:38 PM,Cash,182.14,4.76,9.11,5.10
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.50,10,6.75,141.75,2/27/2019,11:06 AM,Credit card,135.00,4.76,6.75,4.80
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.30,10,49.65,1042.65,2/15/2019,2:53 PM,Credit card,993.00,4.76,49.65,6.60
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.09,379.92,1/26/2019,6:22 PM,Cash,361.83,4.76,18.09,5.50
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402.27,3/14/2019,7:02 PM,Credit card,383.11,4.76,19.16,8.50
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27.00,9,12.15,255.15,3/2/2019,2:16 PM,Cash,243.00,4.76,12.15,4.80
320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.51,31.75,3/4/2019,3:44 PM,Cash,30.24,4.76,1.51,8.40
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.39,1/7/2019,12:20 PM,Credit card,356.56,4.76,17.83,7.80
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.78,394.28,3/8/2019,8:01 PM,Credit card,375.50,4.76,18.78,9.30
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,1:45 PM,Cash,954.40,4.76,47.72,5.20
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.50,3,4.13,86.63,3/1/2019,3:40 PM,Ewallet,82.50,4.76,4.13,6.50
578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,1,3.75,78.72,3/16/2019,4:58 PM,Cash,74.97,4.76,3.75,5.60
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,32.38,680.06,2/17/2019,11:12 AM,Credit card,647.68,4.76,32.38,7.40
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.79,793.55,2/27/2019,3:12 PM,Cash,755.76,4.76,37.79,9.10
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.98,209.56,3/7/2019,8:37 PM,Ewallet,199.58,4.76,9.98,8.00
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,1/21/2019,5:44 PM,Cash,439.32,4.76,21.97,7.20
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.25,173.21,2/19/2019,4:23 PM,Cash,164.96,4.76,8.25,7.10
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.34,343.06,1/6/2019,12:12 PM,Cash,326.72,4.76,16.34,9.10
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.09,484.97,3/14/2019,7:33 PM,Cash,461.88,4.76,23.09,5.60
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,13.19,276.95,3/24/2019,10:29 AM,Cash,263.76,4.76,13.19,6.00
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,2:28 PM,Cash,143.60,4.76,7.18,5.40
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.50,9,9.68,203.18,3/6/2019,12:46 PM,Credit card,193.50,4.76,9.68,7.80
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.19,193.01,2/2/2019,7:40 PM,Cash,183.82,4.76,9.19,9.90
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.10,128.02,1/25/2019,7:39 PM,Credit card,121.92,4.76,6.10,4.90
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.03,441.69,3/14/2019,5:54 PM,Ewallet,420.66,4.76,21.03,5.20
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.62,265.10,1/29/2019,12:25 PM,Cash,252.48,4.76,12.62,8.90
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.77,352.22,1/3/2019,4:47 PM,Credit card,335.45,4.76,16.77,9.10
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.70,5,24.18,507.68,1/14/2019,12:52 PM,Ewallet,483.50,4.76,24.18,7.00
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334.34,1/5/2019,7:50 PM,Credit card,318.42,4.76,15.92,9.60
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.42,701.85,2/22/2019,6:17 PM,Ewallet,668.43,4.76,33.42,8.70
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.40,407.32,2/6/2019,5:20 PM,Ewallet,387.92,4.76,19.40,9.40
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,1:32 PM,Credit card,94.60,4.76,4.73,4.00
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,16.47,345.79,1/11/2019,10:37 AM,Credit card,329.32,4.76,16.47,7.50
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.66,55.88,3/19/2019,2:35 PM,Cash,53.22,4.76,2.66,4.20
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.37,1/14/2019,12:09 PM,Cash,498.45,4.76,24.92,9.90
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.98,314.54,3/1/2019,3:32 PM,Ewallet,299.56,4.76,14.98,4.20
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,10.24,214.94,1/6/2019,1:58 PM,Ewallet,204.70,4.76,10.24,9.90
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,3.79,79.61,1/31/2019,1:19 PM,Cash,75.82,4.76,3.79,5.80
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.03,294.65,3/11/2019,1:37 PM,Cash,280.62,4.76,14.03,6.00
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,4:49 PM,Credit card,323.20,4.76,16.16,10.00
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.33,510.96,1/27/2019,2:55 PM,Ewallet,486.63,4.76,24.33,9.50
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,6.38,133.92,3/10/2019,2:04 PM,Credit card,127.54,4.76,6.38,6.60
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.07,253.51,2/15/2019,12:31 PM,Cash,241.44,4.76,12.07,8.10
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.98,398.48,1/26/2019,2:51 PM,Cash,379.50,4.76,18.98,9.70
563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,1,3.84,80.66,2/13/2019,6:27 PM,Ewallet,76.82,4.76,3.84,7.20
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45 PM,Credit card,522.60,4.76,26.13,6.20
885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,1,3.99,83.73,3/6/2019,10:36 AM,Ewallet,79.74,4.76,3.99,7.30
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.50,5,19.38,406.88,1/24/2019,8:36 PM,Ewallet,387.50,4.76,19.38,4.30
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,13.57,284.92,3/13/2019,2:16 PM,Ewallet,271.35,4.76,13.57,4.60
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.12,128.43,3/15/2019,10:26 AM,Cash,122.31,4.76,6.12,5.80
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.32,258.68,3/5/2019,1:30 PM,Credit card,246.36,4.76,12.32,8.30
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,8.66,181.82,3/4/2019,4:28 PM,Cash,173.16,4.76,8.66,8.00
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.83,248.41,3/25/2019,8:18 PM,Credit card,236.58,4.76,11.83,9.40
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.24,194.12,3/12/2019,8:04 PM,Credit card,184.88,4.76,9.24,6.20
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.70,14.68,2/4/2019,1:38 PM,Ewallet,13.98,4.76,0.70,9.80
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.94,208.69,2/22/2019,10:43 AM,Ewallet,198.75,4.76,9.94,9.60
587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.23,718.76,2/16/2019,5:30 PM,Ewallet,684.53,4.76,34.23,4.90
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,13.45,282.49,1/19/2019,3:28 PM,Credit card,269.04,4.76,13.45,8.00
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,5,3.45,72.40,1/11/2019,7:07 PM,Credit card,68.95,4.76,3.45,7.80
725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,4,13.74,288.58,1/4/2019,7:01 PM,Cash,274.84,4.76,13.74,4.10
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.31,237.43,3/4/2019,7:48 PM,Ewallet,226.12,4.76,11.31,5.50
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.96,125.06,1/28/2019,7:24 PM,Ewallet,119.10,4.76,5.96,5.40
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,10,17.11,359.21,1/2/2019,1:00 PM,Cash,342.10,4.76,17.11,5.10
569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,2,2.19,45.93,1/25/2019,2:29 PM,Ewallet,43.74,4.76,2.19,6.90
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,5,5.24,110.09,1/4/2019,1:21 PM,Cash,104.85,4.76,5.24,7.80
696-90-2548,Alex,Yangon,Normal,Male,Sports and travel,25.84,3,3.88,81.40,3/10/2019,6:55 PM,Ewallet,77.52,4.76,3.88,6.60
472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.37,427.81,3/22/2019,7:36 PM,Ewallet,407.44,4.76,20.37,9.20
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,4.81,100.92,1/25/2019,4:28 PM,Ewallet,96.11,4.76,4.81,7.80
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.08,190.60,1/8/2019,1:48 PM,Credit card,181.52,4.76,9.08,8.70
186-09-3669,Giza,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.08,85.59,1/22/2019,10:57 AM,Ewallet,81.51,4.76,4.08,9.20
848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120.16,1/12/2019,5:13 PM,Ewallet,114.44,4.76,5.72,8.30
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,8.83,185.37,2/4/2019,10:23 AM,Cash,176.54,4.76,8.83,8.20
266-76-6436,Giza,Naypyitaw,Member,Female,Food and beverages,38.60,3,5.79,121.59,3/28/2019,1:57 PM,Ewallet,115.80,4.76,5.79,7.50
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.61,264.76,1/23/2019,1:29 PM,Cash,252.15,4.76,12.61,9.80
271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.61,1020.71,2/8/2019,1:00 PM,Credit card,972.10,4.76,48.61,8.70
301-81-8610,Cairo,Mandalay,Member,Male,Fashion accessories,25.42,8,10.17,213.53,3/19/2019,7:42 PM,Credit card,203.36,4.76,10.17,6.70
489-64-4354,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.81,17.09,3/9/2019,3:36 PM,Cash,16.28,4.76,0.81,5.00
198-84-7132,Cairo,Mandalay,Member,Male,Fashion accessories,40.61,9,18.27,383.76,1/2/2019,1:40 PM,Cash,365.49,4.76,18.27,7.00
269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,7,18.61,390.80,1/21/2019,6:01 PM,Cash,372.19,4.76,18.61,8.90
650-98-6268,Cairo,Mandalay,Member,Female,Food and beverages,20.87,3,3.13,65.74,3/20/2019,1:53 PM,Credit card,62.61,4.76,3.13,8.00
741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,5,16.82,353.17,2/27/2019,5:27 PM,Cash,336.35,4.76,16.82,6.90
325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.65,10,45.33,951.83,3/8/2019,10:53 AM,Ewallet,906.50,4.76,45.33,7.30
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.91,145.07,1/31/2019,7:48 PM,Credit card,138.16,4.76,6.91,6.90
574-57-9721,Giza,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.33,90.87,3/8/2019,4:53 PM,Ewallet,86.54,4.76,4.33,5.70
459-50-7686,Alex,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.80,1/13/2019,7:14 PM,Ewallet,140.76,4.76,7.04,6.40
616-87-0016,Cairo,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.44,702.22,3/9/2019,2:36 PM,Credit card,668.78,4.76,33.44,9.60
837-55-7229,Cairo,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.37,49.81,2/22/2019,6:19 PM,Credit card,47.44,4.76,2.37,6.80
751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.66,937.82,3/19/2019,7:09 PM,Ewallet,893.16,4.76,44.66,9.00
257-73-1380,Giza,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.59,348.31,1/20/2019,4:51 PM,Ewallet,331.72,4.76,16.59,9.60
345-08-4992,Alex,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.20,214.14,3/8/2019,3:37 PM,Credit card,203.94,4.76,10.20,7.70
549-96-4200,Giza,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.41,71.57,3/8/2019,8:15 PM,Ewallet,68.16,4.76,3.41,7.00
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.34,343.22,2/7/2019,2:38 PM,Credit card,326.88,4.76,16.34,6.50
450-28-2866,Giza,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,7:25 PM,Cash,87.20,4.76,4.36,8.10
394-30-3170,Cairo,Mandalay,Member,Female,Sports and travel,88.43,8,35.37,742.81,3/22/2019,7:35 PM,Credit card,707.44,4.76,35.37,4.30
138-17-5109,Alex,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,1/15/2019,3:42 PM,Credit card,802.89,4.76,40.14,6.50
192-98-7397,Giza,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.64,13.42,1/8/2019,2:11 PM,Ewallet,12.78,4.76,0.64,9.50
301-11-9629,Alex,Yangon,Normal,Female,Sports and travel,19.10,7,6.69,140.39,1/15/2019,10:43 AM,Cash,133.70,4.76,6.69,9.70
390-80-5128,Cairo,Mandalay,Member,Female,Health and beauty,19.15,1,0.96,20.11,1/28/2019,5:58 PM,Credit card,19.15,4.76,0.96,9.50
235-46-8343,Giza,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26 AM,Credit card,276.60,4.76,13.83,8.90
453-12-7053,Giza,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.86,144.08,3/10/2019,5:38 PM,Credit card,137.22,4.76,6.86,6.50
296-11-7041,Cairo,Mandalay,Member,Female,Health and beauty,27.07,1,1.35,28.42,1/12/2019,8:07 PM,Credit card,27.07,4.76,1.35,5.30
449-27-2918,Cairo,Mandalay,Member,Female,Sports and travel,39.12,1,1.96,41.08,3/26/2019,11:02 AM,Credit card,39.12,4.76,1.96,9.60
891-01-7034,Cairo,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.41,470.67,1/1/2019,7:07 PM,Cash,448.26,4.76,22.41,6.70
744-09-5786,Cairo,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.60,138.66,1/2/2019,6:50 PM,Cash,132.06,4.76,6.60,7.60
727-17-0390,Alex,Yangon,Normal,Female,Food and beverages,63.61,5,15.90,333.95,3/16/2019,12:43 PM,Ewallet,318.05,4.76,15.90,4.80
568-88-3448,Alex,Yangon,Normal,Male,Health and beauty,25.00,1,1.25,26.25,3/3/2019,3:09 PM,Ewallet,25.00,4.76,1.25,5.50
187-83-5490,Alex,Yangon,Member,Male,Electronic accessories,20.77,4,4.15,87.23,1/31/2019,1:47 PM,Cash,83.08,4.76,4.15,4.70
767-54-1907,Cairo,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,4:59 PM,Cash,147.80,4.76,7.39,6.90
710-46-4433,Cairo,Mandalay,Member,Female,Food and beverages,77.40,9,34.83,731.43,2/15/2019,2:15 PM,Credit card,696.60,4.76,34.83,4.50
533-33-5337,Cairo,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.70,833.60,2/7/2019,8:24 PM,Cash,793.90,4.76,39.70,6.20
325-90-8763,Giza,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.29,488.99,1/27/2019,1:58 PM,Cash,465.70,4.76,23.29,7.60
729-46-7422,Giza,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.79,37.68,2/23/2019,4:52 PM,Credit card,35.89,4.76,1.79,7.90
639-76-1242,Giza,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,3:19 PM,Cash,202.60,4.76,10.13,4.50
234-03-4040,Cairo,Mandalay,Member,Female,Food and beverages,73.05,10,36.53,767.03,3/3/2019,12:25 PM,Credit card,730.50,4.76,36.53,8.70
326-71-2155,Giza,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02 AM,Cash,295.80,4.76,14.79,6.10
320-32-8842,Giza,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.13,23.75,3/17/2019,6:58 PM,Cash,22.62,4.76,1.13,6.40
470-32-9057,Alex,Yangon,Member,Male,Food and beverages,51.34,5,12.84,269.54,3/28/2019,3:31 PM,Credit card,256.70,4.76,12.84,9.10
878-30-2331,Giza,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.28,572.78,3/2/2019,11:22 AM,Credit card,545.50,4.76,27.28,7.10
440-59-5691,Giza,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.00,273.05,2/8/2019,1:12 PM,Credit card,260.05,4.76,13.00,7.70
554-53-3790,Cairo,Mandalay,Normal,Male,Sports and travel,37.02,6,11.11,233.23,3/22/2019,6:33 PM,Cash,222.12,4.76,11.11,4.50
746-19-0921,Giza,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.08,22.66,2/9/2019,10:02 AM,Ewallet,21.58,4.76,1.08,7.20
233-34-0817,Giza,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.94,103.78,2/15/2019,11:21 AM,Cash,98.84,4.76,4.94,8.40
767-05-1286,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.13,527.75,1/23/2019,12:10 PM,Ewallet,502.62,4.76,25.13,5.40
340-21-9136,Alex,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40 AM,Cash,160.20,4.76,8.01,9.70
405-31-3305,Alex,Yangon,Member,Male,Fashion accessories,43.13,10,21.57,452.87,2/2/2019,6:31 PM,Credit card,431.30,4.76,21.57,5.50
731-59-7531,Cairo,Mandalay,Member,Male,Health and beauty,72.57,8,29.03,609.59,3/30/2019,5:58 PM,Cash,580.56,4.76,29.03,4.60
676-39-6028,Alex,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,5:04 PM,Cash,322.20,4.76,16.11,6.60
502-05-1910,Alex,Yangon,Normal,Male,Health and beauty,65.18,3,9.78,205.32,2/25/2019,8:35 PM,Credit card,195.54,4.76,9.78,6.30
485-30-8700,Alex,Yangon,Normal,Female,Sports and travel,33.26,5,8.32,174.62,3/18/2019,4:10 PM,Credit card,166.30,4.76,8.32,4.20
598-47-9715,Giza,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.81,353.09,3/7/2019,4:54 PM,Ewallet,336.28,4.76,16.81,4.40
701-69-8742,Cairo,Mandalay,Normal,Male,Sports and travel,34.37,10,17.19,360.89,3/16/2019,10:11 AM,Ewallet,343.70,4.76,17.19,6.70
575-67-1508,Alex,Yangon,Normal,Male,Electronic accessories,38.60,1,1.93,40.53,1/29/2019,11:26 AM,Ewallet,38.60,4.76,1.93,6.70
541-08-3113,Giza,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.39,554.15,2/2/2019,8:29 PM,Cash,527.76,4.76,26.39,8.40
246-11-3901,Giza,Naypyitaw,Normal,Female,Electronic accessories,32.80,10,16.40,344.40,2/15/2019,12:12 PM,Cash,328.00,4.76,16.40,6.20
674-15-9296,Alex,Yangon,Normal,Male,Sports and travel,37.14,5,9.29,194.99,1/8/2019,1:05 PM,Ewallet,185.70,4.76,9.29,5.00
305-18-3552,Cairo,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,4:19 PM,Cash,603.80,4.76,30.19,6.00
493-65-6248,Giza,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,7:48 PM,Credit card,369.80,4.76,18.49,7.00
438-01-4015,Cairo,Mandalay,Member,Female,Sports and travel,49.49,4,9.90,207.86,3/21/2019,3:25 PM,Ewallet,197.96,4.76,9.90,6.60
709-58-4068,Cairo,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.55,431.45,2/28/2019,2:42 PM,Cash,410.90,4.76,20.55,7.30
795-49-7276,Alex,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,6:59 PM,Ewallet,148.60,4.76,7.43,8.30
556-72-8512,Giza,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.15,24.11,1/30/2019,8:47 PM,Cash,22.96,4.76,1.15,4.30
627-95-3243,Cairo,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.96,734.08,2/4/2019,1:21 PM,Ewallet,699.12,4.76,34.96,9.80
686-41-0932,Cairo,Mandalay,Normal,Female,Fashion accessories,34.70,2,3.47,72.87,3/13/2019,7:48 PM,Ewallet,69.40,4.76,3.47,8.20
510-09-5628,Alex,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,6:20 PM,Credit card,196.60,4.76,9.83,7.20
608-04-3797,Cairo,Mandalay,Member,Female,Health and beauty,25.32,8,10.13,212.69,3/5/2019,8:24 PM,Ewallet,202.56,4.76,10.13,8.70
148-82-2527,Giza,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,1:44 PM,Credit card,121.20,4.76,6.06,8.40
437-53-3084,Cairo,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.99,209.77,2/26/2019,11:48 AM,Ewallet,199.78,4.76,9.99,7.10
632-32-4574,Cairo,Mandalay,Normal,Male,Sports and travel,75.92,8,30.37,637.73,3/20/2019,2:14 PM,Cash,607.36,4.76,30.37,5.50
556-97-7101,Giza,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.32,132.76,1/1/2019,3:51 PM,Cash,126.44,4.76,6.32,8.50
862-59-8517,Giza,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.07,568.51,1/27/2019,11:17 AM,Cash,541.44,4.76,27.07,6.20
401-18-8016,Cairo,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103.04,1/21/2019,5:36 PM,Cash,98.13,4.76,4.91,8.90
420-18-8989,Alex,Yangon,Member,Female,Sports and travel,51.52,8,20.61,432.77,2/2/2019,3:47 PM,Cash,412.16,4.76,20.61,9.60
277-63-2961,Cairo,Mandalay,Member,Male,Sports and travel,73.97,1,3.70,77.67,2/3/2019,3:53 PM,Credit card,73.97,4.76,3.70,5.40
573-98-8548,Giza,Naypyitaw,Member,Female,Fashion accessories,31.90,1,1.60,33.50,1/5/2019,12:40 PM,Ewallet,31.90,4.76,1.60,9.10
620-02-2046,Giza,Naypyitaw,Normal,Male,Home and lifestyle,69.40,2,6.94,145.74,1/27/2019,7:48 PM,Ewallet,138.80,4.76,6.94,9.00
282-35-2475,Cairo,Mandalay,Normal,Female,Sports and travel,93.31,2,9.33,195.95,3/25/2019,5:53 PM,Cash,186.62,4.76,9.33,6.30
511-54-3087,Cairo,Mandalay,Normal,Male,Sports and travel,88.45,1,4.42,92.87,2/25/2019,4:36 PM,Credit card,88.45,4.76,4.42,9.50
726-29-6793,Alex,Yangon,Member,Male,Electronic accessories,24.18,8,9.67,203.11,1/28/2019,8:54 PM,Ewallet,193.44,4.76,9.67,9.80
387-49-4215,Cairo,Mandalay,Member,Female,Sports and travel,48.50,3,7.28,152.78,1/8/2019,12:50 PM,Cash,145.50,4.76,7.28,6.70
862-17-9201,Cairo,Mandalay,Normal,Female,Food and beverages,84.05,6,25.22,529.52,1/29/2019,10:48 AM,Credit card,504.30,4.76,25.22,7.70
291-21-5991,Cairo,Mandalay,Member,Male,Health and beauty,61.29,5,15.32,321.77,3/29/2019,2:28 PM,Cash,306.45,4.76,15.32,7.00
602-80-9671,Giza,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.79,100.49,2/9/2019,5:15 PM,Credit card,95.70,4.76,4.79,5.10
347-72-6115,Cairo,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.94,1/16/2019,6:03 PM,Credit card,635.18,4.76,31.76,6.20
209-61-0206,Alex,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.73,225.28,1/5/2019,5:29 PM,Ewallet,214.55,4.76,10.73,6.10
595-27-4851,Alex,Yangon,Normal,Female,Fashion accessories,54.28,7,19.00,398.96,1/27/2019,6:05 PM,Ewallet,379.96,4.76,19.00,9.30
189-52-0236,Alex,Yangon,Normal,Male,Electronic accessories,99.55,7,34.84,731.69,3/14/2019,12:07 PM,Cash,696.85,4.76,34.84,7.60
503-07-0930,Giza,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.44,429.17,2/23/2019,7:49 PM,Credit card,408.73,4.76,20.44,8.20
413-20-6708,Giza,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.57,54.04,3/18/2019,3:52 PM,Ewallet,51.47,4.76,2.57,8.50
